"gene","pval"
"245334at32523",1.46769944572278e-133
"246490at32523",5.84725969945567e-85
"247336at32523",2.15866879351333e-72
"247795at32523",1.25534525812101e-77
"249069at32523",7.73168029240392e-114
"249219at32523",1.19864158904608e-131
"249342at32523",4.67435184230219e-79
"249397at32523",1.21399779460475e-77
"249702at32523",3.09416754019289e-195
"250210at32523",5.70823808017758e-142
"250470at32523",6.5532977944531e-90
"250976at32523",3.93410547802943e-235
"251245at32523",7.67278694856071e-118
"251873at32523",1.75289740459422e-228
"251875at32523",1.22623705402864e-92
"251946at32523",6.4900542205451e-200
"253171at32523",6.70511656121211e-214
"253220at32523",5.1824901825537e-271
"253461at32523",1.67161286000806e-83
"255581at32523",9.27584447824327e-65
"255863at32523",7.43981363858692e-233
"256114at32523",1.67065997865523e-82
"257507at32523",3.12753829622898e-171
"257812at32523",9.2240802096029e-144
"258205at32523",6.56992890798062e-65
"25837at32523",7.44793870111291e-62
"258710at32523",1.13740849592385e-117
"259026at32523",3.00489755533436e-95
"259095at32523",2.33169588589455e-274
"259972at32523",5.1281560218596e-176
"260778at32523",2.05290963902065e-102
"260781at32523",4.56742746057291e-103
"261311at32523",1.61554929054607e-123
"263440at32523",2.95536252788849e-203
"263835at32523",6.46108206190838e-81
"264559at32523",2.10017526113102e-105
"265077at32523",4.07836094937052e-87
"265292at32523",3.41756196449765e-73
"265834at32523",2.2181040471137e-81
"267061at32523",9.23691990640301e-184
"267170at32523",0
"267603at32523",2.31110606721965e-195
"268208at32523",2.99023744292441e-183
"269039at32523",6.02323030912992e-142
"269066at32523",1.54005177910289e-62
"269391at32523",2.05051078773078e-174
"270377at32523",4.57728061116713e-186
"271071at32523",1.1861634876526e-168
"272037at32523",3.99734433636515e-69
"273646at32523",2.6413541853697e-87
"274390at32523",1.97742996722216e-237
"275846at32523",1.20944762339083e-154
"277011at32523",8.41602865900527e-157
"277586at32523",7.60271221551366e-249
"277821at32523",3.1783724756439e-65
"278087at32523",1.19768432043593e-115
"278185at32523",3.78810249264643e-75
"27867at32523",5.10883733992018e-81
"279422at32523",2.72630003629223e-106
"279702at32523",1.46135606451103e-194
"280182at32523",1.15841698768104e-151
"280970at32523",6.95619400275503e-77
"281238at32523",3.17863336505899e-73
"281334at32523",2.56630105394402e-61
"281797at32523",3.78235640745856e-141
"282407at32523",5.99202570060977e-207
"282456at32523",6.50077712647953e-66
"282804at32523",5.14771172174618e-90
"283327at32523",4.14456481611095e-271
"283521at32523",0
"283660at32523",4.85613076155629e-77
"283776at32523",2.04628602856025e-171
"284008at32523",3.83298851393854e-226
"285079at32523",7.22990497878459e-78
"286462at32523",2.89126708996379e-242
"286526at32523",2.17516551710918e-127
"287872at32523",4.97803693733816e-129
"288030at32523",8.96700260864477e-109
"288247at32523",3.73621342926586e-272
"288598at32523",2.362227953782e-120
"288923at32523",0
"289300at32523",7.30922411275872e-108
"289585at32523",7.19500399234595e-184
"290126at32523",6.38011427801854e-181
"290216at32523",6.16071135821904e-181
"290236at32523",2.04118960222135e-203
"290488at32523",1.13274760455725e-70
"290800at32523",0
"29093at32523",1.64462580519551e-133
"291010at32523",2.51738538186732e-122
"292094at32523",0
"292234at32523",0
"292567at32523",2.63704216100935e-61
"293250at32523",1.41694651291142e-218
"293308at32523",1.5428561301064e-178
"293881at32523",3.07047876326314e-134
"294091at32523",3.43562962459779e-159
"294369at32523",8.05843369844961e-68
"294624at32523",0
"294828at32523",2.5118297434569e-320
"298204at32523",0
"298237at32523",1.94797960605593e-104
"298305at32523",7.88347561119947e-314
"299214at32523",2.98850784815706e-111
"300642at32523",1.00806842496396e-83
"301105at32523",4.82305349591262e-270
"301474at32523",1.18040088319212e-63
"301845at32523",5.09918696494055e-190
"302602at32523",4.9200892087489e-282
"302721at32523",1.51898767972327e-78
"302930at32523",7.4520299986421e-71
"30310at32523",5.50634562093838e-111
"303212at32523",7.18533658403819e-290
"304134at32523",2.86232691314437e-114
"304171at32523",2.16479027080374e-104
"304654at32523",1.61788137994841e-88
"305138at32523",2.83606041826876e-186
"305590at32523",7.38092711867704e-98
"305735at32523",4.60484585286442e-84
"307163at32523",9.22466285567522e-63
"308580at32523",8.58984804488182e-143
"308747at32523",9.02100920704034e-247
"308939at32523",6.22090430901777e-164
"37749at32523",9.97652673408613e-164
"44174at32523",2.35627895375897e-66
"48483at32523",1.12685603463239e-108
"48547at32523",1.27767420772521e-78
"51621at32523",1.04854611891489e-121
"53386at32523",1.08921714974776e-170
"57153at32523",2.14075852759836e-80
"58163at32523",6.81111906682034e-90
"64249at32523",1.09832949416301e-118
"67681at32523",2.12695979394078e-99
"69006at32523",4.51063275303448e-144
"7066at32523",5.89392835581313e-84
"72515at32523",1.17208455768233e-104
"74571at32523",4.74791992328455e-187
"76649at32523",3.97674153561642e-66
"82211at32523",5.01827817862778e-82
"82692at32523",1.65544377029961e-209
"83722at32523",4.00920818191279e-81
"83849at32523",3.08754765125715e-206
"84445at32523",1.84382349985544e-278
"90752at32523",1.16728749775059e-112
"91147at32523",2.83233959080882e-109
"94920at32523",1.31402983996611e-78
"99023at32523",6.55352886894872e-73
"99669at32523",7.90966324882461e-115
